side,instrument,month,class,boundary,strict_count,equal_count,rows,scored_flag,missing_path
corrected,cl,2025-08,mbo_ask_add,decision_T,18586,812,664076,SCORED,
corrected,cl,2025-08,mbo_ask_add,prev_row_B,284551,1347,664076,SCORED,
corrected,cl,2025-08,mbo_bid_cancel,decision_T,17902,3,664076,SCORED,
corrected,cl,2025-08,mbo_bid_cancel,prev_row_B,278277,5,664076,SCORED,
corrected,cl,2025-08,mbo_ask_cancel,decision_T,17988,6,664076,SCORED,
corrected,cl,2025-08,mbo_ask_cancel,prev_row_B,278073,9,664076,SCORED,
corrected,cl,2025-08,mbo_cancel_any,decision_T,22428,9,664076,SCORED,
corrected,cl,2025-08,mbo_cancel_any,prev_row_B,339211,14,664076,SCORED,
contaminated,cl,2025-08,mbo_all,decision_T,406797,2469,664077,SCORED,
contaminated,cl,2025-08,mbo_bid_add,decision_T,283878,1105,664077,SCORED,
contaminated,cl,2025-08,mbo_ask_add,decision_T,284551,1347,664077,SCORED,
contaminated,cl,2025-08,mbo_bid_cancel,decision_T,278277,5,664077,SCORED,
contaminated,cl,2025-08,mbo_ask_cancel,decision_T,278073,9,664077,SCORED,
contaminated,cl,2025-08,mbo_cancel_any,decision_T,339211,14,664077,SCORED,
corrected,gc,2025-08,trades_all,decision_T,16051,0,692041,SCORED,
corrected,gc,2025-08,trades_all,prev_row_B,204014,0,692041,SCORED,
corrected,gc,2025-08,trades_buy,decision_T,0,0,692041,SCORED,
corrected,gc,2025-08,trades_buy,prev_row_B,0,0,692041,SCORED,
corrected,gc,2025-08,trades_sell,decision_T,16051,0,692041,SCORED,
corrected,gc,2025-08,trades_sell,prev_row_B,204014,0,692041,SCORED,
corrected,gc,2025-08,trades_large,decision_T,232,0,692041,SCORED,
corrected,gc,2025-08,trades_large,prev_row_B,3064,0,692041,SCORED,
contaminated,gc,2025-08,trades_all,decision_T,204014,0,692042,SCORED,
contaminated,gc,2025-08,trades_buy,decision_T,0,0,692042,SCORED,
contaminated,gc,2025-08,trades_sell,decision_T,204014,0,692042,SCORED,
contaminated,gc,2025-08,trades_large,decision_T,3064,0,692042,SCORED,
corrected,gc,2025-08,mbo_all,decision_T,42886,1907,692041,SCORED,
corrected,gc,2025-08,mbo_all,prev_row_B,461530,2864,692041,SCORED,
corrected,gc,2025-08,mbo_bid_add,decision_T,29001,949,692041,SCORED,
corrected,gc,2025-08,mbo_bid_add,prev_row_B,342764,1427,692041,SCORED,
corrected,gc,2025-08,mbo_ask_add,decision_T,28636,947,692041,SCORED,
corrected,gc,2025-08,mbo_ask_add,prev_row_B,335400,1426,692041,SCORED,
corrected,gc,2025-08,mbo_bid_cancel,decision_T,28194,6,692041,SCORED,
corrected,gc,2025-08,mbo_bid_cancel,prev_row_B,338915,7,692041,SCORED,
corrected,gc,2025-08,mbo_ask_cancel,decision_T,28457,3,692041,SCORED,
corrected,gc,2025-08,mbo_ask_cancel,prev_row_B,337334,3,692041,SCORED,
corrected,gc,2025-08,mbo_cancel_any,decision_T,35509,9,692041,SCORED,
corrected,gc,2025-08,mbo_cancel_any,prev_row_B,402064,10,692041,SCORED,
contaminated,gc,2025-08,mbo_all,decision_T,461530,2865,692042,SCORED,
contaminated,gc,2025-08,mbo_bid_add,decision_T,342764,1427,692042,SCORED,
contaminated,gc,2025-08,mbo_ask_add,decision_T,335400,1426,692042,SCORED,
contaminated,gc,2025-08,mbo_bid_cancel,decision_T,338915,7,692042,SCORED,
contaminated,gc,2025-08,mbo_ask_cancel,decision_T,337334,3,692042,SCORED,
contaminated,gc,2025-08,mbo_cancel_any,decision_T,402064,10,692042,SCORED,
corrected,zc,2025-08,trades_all,decision_T,23755,3,554303,SCORED,
corrected,zc,2025-08,trades_all,prev_row_B,92136,3,554303,SCORED,
corrected,zc,2025-08,trades_buy,decision_T,0,0,554303,SCORED,
corrected,zc,2025-08,trades_buy,prev_row_B,0,0,554303,SCORED,
corrected,zc,2025-08,trades_sell,decision_T,23755,3,554303,SCORED,
corrected,zc,2025-08,trades_sell,prev_row_B,92136,3,554303,SCORED,
corrected,zc,2025-08,trades_large,decision_T,5567,0,554303,SCORED,
corrected,zc,2025-08,trades_large,prev_row_B,20546,0,554303,SCORED,
contaminated,zc,2025-08,trades_all,decision_T,92136,3,554304,SCORED,
contaminated,zc,2025-08,trades_buy,decision_T,0,0,554304,SCORED,
contaminated,zc,2025-08,trades_sell,decision_T,92136,3,554304,SCORED,
contaminated,zc,2025-08,trades_large,decision_T,20546,0,554304,SCORED,
corrected,zc,2025-08,mbo_all,decision_T,90868,2857,554303,SCORED,
corrected,zc,2025-08,mbo_all,prev_row_B,314170,3209,554303,SCORED,
corrected,zc,2025-08,mbo_bid_add,decision_T,46280,1040,554303,SCORED,
corrected,zc,2025-08,mbo_bid_add,prev_row_B,175168,1187,554303,SCORED,
corrected,zc,2025-08,mbo_ask_add,decision_T,47496,1807,554303,SCORED,
corrected,zc,2025-08,mbo_ask_add,prev_row_B,172165,2011,554303,SCORED,
corrected,zc,2025-08,mbo_bid_cancel,decision_T,34610,6,554303,SCORED,
corrected,zc,2025-08,mbo_bid_cancel,prev_row_B,131552,6,554303,SCORED,
corrected,zc,2025-08,mbo_ask_cancel,decision_T,34311,4,554303,SCORED,
corrected,zc,2025-08,mbo_ask_cancel,prev_row_B,129614,4,554303,SCORED,
corrected,zc,2025-08,mbo_cancel_any,decision_T,53074,9,554303,SCORED,
corrected,zc,2025-08,mbo_cancel_any,prev_row_B,196174,9,554303,SCORED,
contaminated,zc,2025-08,mbo_all,decision_T,314170,3210,554304,SCORED,
contaminated,zc,2025-08,mbo_bid_add,decision_T,175168,1188,554304,SCORED,
contaminated,zc,2025-08,mbo_ask_add,decision_T,172165,2011,554304,SCORED,
contaminated,zc,2025-08,mbo_bid_cancel,decision_T,131552,6,554304,SCORED,
contaminated,zc,2025-08,mbo_ask_cancel,decision_T,129614,4,554304,SCORED,
contaminated,zc,2025-08,mbo_cancel_any,decision_T,196174,9,554304,SCORED,
corrected,zs,2025-08,trades_all,decision_T,17717,2,465381,SCORED,
corrected,zs,2025-08,trades_all,prev_row_B,88011,3,465381,SCORED,
corrected,zs,2025-08,trades_buy,decision_T,0,0,465381,SCORED,
corrected,zs,2025-08,trades_buy,prev_row_B,0,0,465381,SCORED,
corrected,zs,2025-08,trades_sell,decision_T,17717,2,465381,SCORED,
corrected,zs,2025-08,trades_sell,prev_row_B,88011,3,465381,SCORED,
corrected,zs,2025-08,trades_large,decision_T,4511,0,465381,SCORED,
corrected,zs,2025-08,trades_large,prev_row_B,21071,0,465381,SCORED,
contaminated,zs,2025-08,trades_all,decision_T,88011,3,465382,SCORED,
contaminated,zs,2025-08,trades_buy,decision_T,0,0,465382,SCORED,
contaminated,zs,2025-08,trades_sell,decision_T,88011,3,465382,SCORED,
contaminated,zs,2025-08,trades_large,decision_T,21071,0,465382,SCORED,
corrected,zs,2025-08,mbo_all,decision_T,64404,2161,465381,SCORED,
corrected,zs,2025-08,mbo_all,prev_row_B,296502,2724,465381,SCORED,
corrected,zs,2025-08,mbo_bid_add,decision_T,39806,624,465381,SCORED,
corrected,zs,2025-08,mbo_bid_add,prev_row_B,196791,801,465381,SCORED,
corrected,zs,2025-08,mbo_ask_add,decision_T,39319,1526,465381,SCORED,
corrected,zs,2025-08,mbo_ask_add,prev_row_B,192217,1911,465381,SCORED,
corrected,zs,2025-08,mbo_bid_cancel,decision_T,34379,5,465381,SCORED,
corrected,zs,2025-08,mbo_bid_cancel,prev_row_B,173403,5,465381,SCORED,
corrected,zs,2025-08,mbo_ask_cancel,decision_T,33614,4,465381,SCORED,
corrected,zs,2025-08,mbo_ask_cancel,prev_row_B,167470,4,465381,SCORED,
corrected,zs,2025-08,mbo_cancel_any,decision_T,46125,8,465381,SCORED,
corrected,zs,2025-08,mbo_cancel_any,prev_row_B,225561,8,465381,SCORED,
contaminated,zs,2025-08,mbo_all,decision_T,296502,2725,465382,SCORED,
contaminated,zs,2025-08,mbo_bid_add,decision_T,196791,801,465382,SCORED,
contaminated,zs,2025-08,mbo_ask_add,decision_T,192217,1911,465382,SCORED,
contaminated,zs,2025-08,mbo_bid_cancel,decision_T,173403,6,465382,SCORED,
contaminated,zs,2025-08,mbo_ask_cancel,decision_T,167470,4,465382,SCORED,
contaminated,zs,2025-08,mbo_cancel_any,decision_T,225561,9,465382,SCORED,
corrected,he,2025-08,trades_all,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_all,prev_row_B,29188,0,308710,SCORED,
corrected,he,2025-08,trades_buy,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_buy,prev_row_B,0,0,308710,SCORED,
corrected,he,2025-08,trades_sell,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_sell,prev_row_B,29188,0,308710,SCORED,
corrected,he,2025-08,trades_large,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,trades_large,prev_row_B,1485,0,308710,SCORED,
contaminated,he,2025-08,trades_all,decision_T,29188,0,308711,SCORED,
contaminated,he,2025-08,trades_buy,decision_T,0,0,308711,SCORED,
contaminated,he,2025-08,trades_sell,decision_T,29188,0,308711,SCORED,
contaminated,he,2025-08,trades_large,decision_T,1485,0,308711,SCORED,
corrected,he,2025-08,mbo_all,decision_T,0,15,308710,SCORED,
corrected,he,2025-08,mbo_all,prev_row_B,100848,20,308710,SCORED,
corrected,he,2025-08,mbo_bid_add,decision_T,0,5,308710,SCORED,
corrected,he,2025-08,mbo_bid_add,prev_row_B,50259,8,308710,SCORED,
corrected,he,2025-08,mbo_ask_add,decision_T,0,4,308710,SCORED,
corrected,he,2025-08,mbo_ask_add,prev_row_B,50764,4,308710,SCORED,
corrected,he,2025-08,mbo_bid_cancel,decision_T,0,4,308710,SCORED,
corrected,he,2025-08,mbo_bid_cancel,prev_row_B,46003,5,308710,SCORED,
corrected,he,2025-08,mbo_ask_cancel,decision_T,0,0,308710,SCORED,
corrected,he,2025-08,mbo_ask_cancel,prev_row_B,45429,1,308710,SCORED,
corrected,he,2025-08,mbo_cancel_any,decision_T,0,4,308710,SCORED,
corrected,he,2025-08,mbo_cancel_any,prev_row_B,65709,6,308710,SCORED,
contaminated,he,2025-08,mbo_all,decision_T,100848,21,308711,SCORED,
contaminated,he,2025-08,mbo_bid_add,decision_T,50259,8,308711,SCORED,
contaminated,he,2025-08,mbo_ask_add,decision_T,50764,4,308711,SCORED,
contaminated,he,2025-08,mbo_bid_cancel,decision_T,46003,6,308711,SCORED,
contaminated,he,2025-08,mbo_ask_cancel,decision_T,45429,1,308711,SCORED,
contaminated,he,2025-08,mbo_cancel_any,decision_T,65709,7,308711,SCORED,
corrected,le,2025-08,trades_all,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_all,prev_row_B,43707,1,308710,SCORED,
corrected,le,2025-08,trades_buy,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_buy,prev_row_B,0,0,308710,SCORED,
corrected,le,2025-08,trades_sell,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_sell,prev_row_B,43707,1,308710,SCORED,
corrected,le,2025-08,trades_large,decision_T,0,0,308710,SCORED,
corrected,le,2025-08,trades_large,prev_row_B,969,0,308710,SCORED,
contaminated,le,2025-08,trades_all,decision_T,43707,1,308711,SCORED,
contaminated,le,2025-08,trades_buy,decision_T,0,0,308711,SCORED,
contaminated,le,2025-08,trades_sell,decision_T,43707,1,308711,SCORED,
contaminated,le,2025-08,trades_large,decision_T,969,0,308711,SCORED,
corrected,le,2025-08,mbo_all,decision_T,0,13,308710,SCORED,
corrected,le,2025-08,mbo_all,prev_row_B,119867,20,308710,SCORED,
corrected,le,2025-08,mbo_bid_add,decision_T,0,1,308710,SCORED,
corrected,le,2025-08,mbo_bid_add,prev_row_B,74252,2,308710,SCORED,
corrected,le,2025-08,mbo_ask_add,decision_T,0,4,308710,SCORED,
corrected,le,2025-08,mbo_ask_add,prev_row_B,75663,7,308710,SCORED,
corrected,le,2025-08,mbo_bid_cancel,decision_T,0,3,308710,SCORED,
corrected,le,2025-08,mbo_bid_cancel,prev_row_B,72634,3,308710,SCORED,
corrected,le,2025-08,mbo_ask_cancel,decision_T,0,4,308710,SCORED,
corrected,le,2025-08,mbo_ask_cancel,prev_row_B,73501,7,308710,SCORED,
corrected,le,2025-08,mbo_cancel_any,decision_T,0,7,308710,SCORED,
corrected,le,2025-08,mbo_cancel_any,prev_row_B,93525,10,308710,SCORED,
contaminated,le,2025-08,mbo_all,decision_T,119867,21,308711,SCORED,
contaminated,le,2025-08,mbo_bid_add,decision_T,74252,2,308711,SCORED,
contaminated,le,2025-08,mbo_ask_add,decision_T,75663,7,308711,SCORED,
contaminated,le,2025-08,mbo_bid_cancel,decision_T,72634,4,308711,SCORED,
contaminated,le,2025-08,mbo_ask_cancel,decision_T,73501,7,308711,SCORED,
contaminated,le,2025-08,mbo_cancel_any,decision_T,93525,11,308711,SCORED,
corrected,es,2025-09,trades_all,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_all,prev_row_B,420017,0,553279,SCORED,
corrected,es,2025-09,trades_buy,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_buy,prev_row_B,0,0,553279,SCORED,
corrected,es,2025-09,trades_sell,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_sell,prev_row_B,420017,0,553279,SCORED,
corrected,es,2025-09,trades_large,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_large,prev_row_B,192172,0,553279,SCORED,
contaminated,es,2025-09,trades_all,decision_T,420017,0,553280,SCORED,
contaminated,es,2025-09,trades_buy,decision_T,0,0,553280,SCORED,
contaminated,es,2025-09,trades_sell,decision_T,420017,0,553280,SCORED,
contaminated,es,2025-09,trades_large,decision_T,192172,0,553280,SCORED,
corrected,es,2025-09,mbo_all,decision_T,0,5,553279,SCORED,
corrected,es,2025-09,mbo_all,prev_row_B,532496,187,553279,SCORED,
corrected,es,2025-09,mbo_bid_add,decision_T,0,2,553279,SCORED,
corrected,es,2025-09,mbo_bid_add,prev_row_B,518210,84,553279,SCORED,
corrected,es,2025-09,mbo_ask_add,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,mbo_ask_add,prev_row_B,517324,78,553279,SCORED,
corrected,es,2025-09,mbo_bid_cancel,decision_T,0,2,553279,SCORED,
corrected,es,2025-09,mbo_bid_cancel,prev_row_B,517019,12,553279,SCORED,
corrected,es,2025-09,mbo_ask_cancel,decision_T,0,1,553279,SCORED,
corrected,es,2025-09,mbo_ask_cancel,prev_row_B,515847,13,553279,SCORED,
corrected,es,2025-09,mbo_cancel_any,decision_T,0,3,553279,SCORED,
corrected,es,2025-09,mbo_cancel_any,prev_row_B,526902,25,553279,SCORED,
corrected,es,2025-09,mbo_all_rows,decision_T,0,5,553279,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,es,2025-09,mbo_all_rows,prev_row_B,533391,187,553279,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,es,2025-09,mbo_all,decision_T,532496,188,553280,SCORED,
contaminated,es,2025-09,mbo_bid_add,decision_T,518210,84,553280,SCORED,
contaminated,es,2025-09,mbo_ask_add,decision_T,517324,78,553280,SCORED,
contaminated,es,2025-09,mbo_bid_cancel,decision_T,517019,12,553280,SCORED,
contaminated,es,2025-09,mbo_ask_cancel,decision_T,515847,14,553280,SCORED,
contaminated,es,2025-09,mbo_cancel_any,decision_T,526902,26,553280,SCORED,
contaminated,es,2025-09,mbo_all_rows,decision_T,533391,188,553280,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,nq,2025-09,mbo_all,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_all,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_bid_add,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_bid_add,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_ask_add,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_ask_add,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_bid_cancel,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_bid_cancel,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_ask_cancel,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_ask_cancel,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_cancel_any,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_cancel_any,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,trades_all,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_all,prev_row_B,455826,0,549430,SCORED,
corrected,nq,2025-09,trades_buy,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_buy,prev_row_B,0,0,549430,SCORED,
corrected,nq,2025-09,trades_sell,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_sell,prev_row_B,455826,0,549430,SCORED,
corrected,nq,2025-09,trades_large,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_large,prev_row_B,8269,0,549430,SCORED,
contaminated,nq,2025-09,trades_all,decision_T,455826,0,549431,SCORED,
contaminated,nq,2025-09,trades_buy,decision_T,0,0,549431,SCORED,
contaminated,nq,2025-09,trades_sell,decision_T,455826,0,549431,SCORED,
contaminated,nq,2025-09,trades_large,decision_T,8269,0,549431,SCORED,
corrected,cl,2025-09,trades_all,decision_T,10803,1,687658,SCORED,
corrected,cl,2025-09,trades_all,prev_row_B,132950,4,687658,SCORED,
corrected,cl,2025-09,trades_buy,decision_T,0,0,687658,SCORED,
corrected,cl,2025-09,trades_buy,prev_row_B,0,0,687658,SCORED,
corrected,cl,2025-09,trades_sell,decision_T,10803,1,687658,SCORED,
corrected,cl,2025-09,trades_sell,prev_row_B,132950,4,687658,SCORED,
corrected,cl,2025-09,trades_large,decision_T,1055,0,687658,SCORED,
corrected,cl,2025-09,trades_large,prev_row_B,11991,0,687658,SCORED,
contaminated,cl,2025-09,trades_all,decision_T,132950,4,687659,SCORED,
contaminated,cl,2025-09,trades_buy,decision_T,0,0,687659,SCORED,
contaminated,cl,2025-09,trades_sell,decision_T,132950,4,687659,SCORED,
contaminated,cl,2025-09,trades_large,decision_T,11991,0,687659,SCORED,
corrected,cl,2025-09,mbo_all,decision_T,34010,1388,687658,SCORED,
corrected,cl,2025-09,mbo_all,prev_row_B,414893,2276,687658,SCORED,
corrected,cl,2025-09,mbo_bid_add,decision_T,23072,723,687658,SCORED,
corrected,cl,2025-09,mbo_bid_add,prev_row_B,285473,1124,687658,SCORED,
corrected,cl,2025-09,mbo_ask_add,decision_T,23009,650,687658,SCORED,
corrected,cl,2025-09,mbo_ask_add,prev_row_B,284387,1123,687658,SCORED,
corrected,cl,2025-09,mbo_bid_cancel,decision_T,22200,4,687658,SCORED,
corrected,cl,2025-09,mbo_bid_cancel,prev_row_B,276775,9,687658,SCORED,
corrected,cl,2025-09,mbo_ask_cancel,decision_T,22232,7,687658,SCORED,
corrected,cl,2025-09,mbo_ask_cancel,prev_row_B,278514,14,687658,SCORED,
corrected,cl,2025-09,mbo_cancel_any,decision_T,27739,11,687658,SCORED,
corrected,cl,2025-09,mbo_cancel_any,prev_row_B,344490,23,687658,SCORED,
contaminated,cl,2025-09,mbo_all,decision_T,414893,2277,687659,SCORED,
contaminated,cl,2025-09,mbo_bid_add,decision_T,285473,1124,687659,SCORED,
contaminated,cl,2025-09,mbo_ask_add,decision_T,284387,1123,687659,SCORED,
contaminated,cl,2025-09,mbo_bid_cancel,decision_T,276775,10,687659,SCORED,
contaminated,cl,2025-09,mbo_ask_cancel,decision_T,278514,14,687659,SCORED,
contaminated,cl,2025-09,mbo_cancel_any,decision_T,344490,24,687659,SCORED,
corrected,gc,2025-09,trades_all,decision_T,25862,0,734280,SCORED,
corrected,gc,2025-09,trades_all,prev_row_B,252461,0,734280,SCORED,
corrected,gc,2025-09,trades_buy,decision_T,0,0,734280,SCORED,
corrected,gc,2025-09,trades_buy,prev_row_B,0,0,734280,SCORED,
corrected,gc,2025-09,trades_sell,decision_T,25862,0,734280,SCORED,
corrected,gc,2025-09,trades_sell,prev_row_B,252461,0,734280,SCORED,
corrected,gc,2025-09,trades_large,decision_T,322,0,734280,SCORED,
corrected,gc,2025-09,trades_large,prev_row_B,3263,0,734280,SCORED,
contaminated,gc,2025-09,trades_all,decision_T,252461,0,734281,SCORED,
contaminated,gc,2025-09,trades_buy,decision_T,0,0,734281,SCORED,
contaminated,gc,2025-09,trades_sell,decision_T,252461,0,734281,SCORED,
contaminated,gc,2025-09,trades_large,decision_T,3263,0,734281,SCORED,
corrected,gc,2025-09,mbo_all,decision_T,59691,2053,734280,SCORED,
corrected,gc,2025-09,mbo_all,prev_row_B,515322,3368,734280,SCORED,
corrected,gc,2025-09,mbo_bid_add,decision_T,45079,1088,734280,SCORED,
corrected,gc,2025-09,mbo_bid_add,prev_row_B,412643,1747,734280,SCORED,
corrected,gc,2025-09,mbo_ask_add,decision_T,44184,953,734280,SCORED,
corrected,gc,2025-09,mbo_ask_add,prev_row_B,406471,1572,734280,SCORED,
corrected,gc,2025-09,mbo_bid_cancel,decision_T,44675,7,734280,SCORED,
corrected,gc,2025-09,mbo_bid_cancel,prev_row_B,412049,32,734280,SCORED,
corrected,gc,2025-09,mbo_ask_cancel,decision_T,44498,5,734280,SCORED,
corrected,gc,2025-09,mbo_ask_cancel,prev_row_B,410785,17,734280,SCORED,
corrected,gc,2025-09,mbo_cancel_any,decision_T,52942,12,734280,SCORED,
corrected,gc,2025-09,mbo_cancel_any,prev_row_B,471889,49,734280,SCORED,
corrected,gc,2025-09,mbo_all_rows,decision_T,61023,2054,734280,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,gc,2025-09,mbo_all_rows,prev_row_B,525054,3370,734280,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,gc,2025-09,mbo_all,decision_T,515322,3369,734281,SCORED,
contaminated,gc,2025-09,mbo_bid_add,decision_T,412643,1747,734281,SCORED,
contaminated,gc,2025-09,mbo_ask_add,decision_T,406471,1572,734281,SCORED,
contaminated,gc,2025-09,mbo_bid_cancel,decision_T,412049,33,734281,SCORED,
contaminated,gc,2025-09,mbo_ask_cancel,decision_T,410785,17,734281,SCORED,
contaminated,gc,2025-09,mbo_cancel_any,decision_T,471889,50,734281,SCORED,
contaminated,gc,2025-09,mbo_all_rows,decision_T,525054,3371,734281,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,zc,2025-09,trades_all,decision_T,30617,1,580944,SCORED,
corrected,zc,2025-09,trades_all,prev_row_B,109981,1,580944,SCORED,
corrected,zc,2025-09,trades_buy,decision_T,0,0,580944,SCORED,
corrected,zc,2025-09,trades_buy,prev_row_B,0,0,580944,SCORED,
corrected,zc,2025-09,trades_sell,decision_T,30617,1,580944,SCORED,
corrected,zc,2025-09,trades_sell,prev_row_B,109981,1,580944,SCORED,
corrected,zc,2025-09,trades_large,decision_T,6041,0,580944,SCORED,
corrected,zc,2025-09,trades_large,prev_row_B,22047,0,580944,SCORED,
contaminated,zc,2025-09,trades_all,decision_T,109981,1,580945,SCORED,
contaminated,zc,2025-09,trades_buy,decision_T,0,0,580945,SCORED,
contaminated,zc,2025-09,trades_sell,decision_T,109981,1,580945,SCORED,
contaminated,zc,2025-09,trades_large,decision_T,22047,0,580945,SCORED,
corrected,zc,2025-09,mbo_all,decision_T,111334,2640,580944,SCORED,
corrected,zc,2025-09,mbo_all,prev_row_B,344076,2770,580944,SCORED,
corrected,zc,2025-09,mbo_bid_add,decision_T,56272,1014,580944,SCORED,
corrected,zc,2025-09,mbo_bid_add,prev_row_B,187274,1063,580944,SCORED,
corrected,zc,2025-09,mbo_ask_add,decision_T,56898,1613,580944,SCORED,
corrected,zc,2025-09,mbo_ask_add,prev_row_B,193551,1695,580944,SCORED,
corrected,zc,2025-09,mbo_bid_cancel,decision_T,39378,4,580944,SCORED,
corrected,zc,2025-09,mbo_bid_cancel,prev_row_B,138091,4,580944,SCORED,
corrected,zc,2025-09,mbo_ask_cancel,decision_T,38971,4,580944,SCORED,
corrected,zc,2025-09,mbo_ask_cancel,prev_row_B,137131,3,580944,SCORED,
corrected,zc,2025-09,mbo_cancel_any,decision_T,59801,8,580944,SCORED,
corrected,zc,2025-09,mbo_cancel_any,prev_row_B,203358,7,580944,SCORED,
contaminated,zc,2025-09,mbo_all,decision_T,344076,2771,580945,SCORED,
contaminated,zc,2025-09,mbo_bid_add,decision_T,187274,1063,580945,SCORED,
contaminated,zc,2025-09,mbo_ask_add,decision_T,193551,1695,580945,SCORED,
contaminated,zc,2025-09,mbo_bid_cancel,decision_T,138091,4,580945,SCORED,
contaminated,zc,2025-09,mbo_ask_cancel,decision_T,137131,4,580945,SCORED,
contaminated,zc,2025-09,mbo_cancel_any,decision_T,203358,8,580945,SCORED,
corrected,zs,2025-09,trades_all,decision_T,10382,0,429465,SCORED,
corrected,zs,2025-09,trades_all,prev_row_B,72942,0,429465,SCORED,
corrected,zs,2025-09,trades_buy,decision_T,0,0,429465,SCORED,
corrected,zs,2025-09,trades_buy,prev_row_B,0,0,429465,SCORED,
corrected,zs,2025-09,trades_sell,decision_T,10382,0,429465,SCORED,
corrected,zs,2025-09,trades_sell,prev_row_B,72942,0,429465,SCORED,
corrected,zs,2025-09,trades_large,decision_T,2628,0,429465,SCORED,
corrected,zs,2025-09,trades_large,prev_row_B,17697,0,429465,SCORED,
contaminated,zs,2025-09,trades_all,decision_T,72942,0,429466,SCORED,
contaminated,zs,2025-09,trades_buy,decision_T,0,0,429466,SCORED,
contaminated,zs,2025-09,trades_sell,decision_T,72942,0,429466,SCORED,
contaminated,zs,2025-09,trades_large,decision_T,17697,0,429466,SCORED,
corrected,zs,2025-09,mbo_all,decision_T,45255,2281,429465,SCORED,
corrected,zs,2025-09,mbo_all,prev_row_B,268482,2461,429465,SCORED,
corrected,zs,2025-09,mbo_bid_add,decision_T,26505,762,429465,SCORED,
corrected,zs,2025-09,mbo_bid_add,prev_row_B,169768,840,429465,SCORED,
corrected,zs,2025-09,mbo_ask_add,decision_T,26512,1511,429465,SCORED,
