side,instrument,month,class,boundary,strict_count,equal_count,rows,scored_flag,missing_path
corrected,le,2025-08,mbo_bid_cancel,decision_T,0,3,308710,SCORED,
corrected,le,2025-08,mbo_ask_cancel,decision_T,0,4,308710,SCORED,
corrected,le,2025-08,mbo_cancel_any,decision_T,0,7,308710,SCORED,
contaminated,le,2025-08,mbo_all,decision_T,119867,21,308711,SCORED,
contaminated,le,2025-08,mbo_bid_add,decision_T,74252,2,308711,SCORED,
contaminated,le,2025-08,mbo_ask_add,decision_T,75663,7,308711,SCORED,
contaminated,le,2025-08,mbo_bid_cancel,decision_T,72634,4,308711,SCORED,
contaminated,le,2025-08,mbo_ask_cancel,decision_T,73501,7,308711,SCORED,
contaminated,le,2025-08,mbo_cancel_any,decision_T,93525,11,308711,SCORED,
corrected,es,2025-09,trades_all,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_buy,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_sell,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,trades_large,decision_T,0,0,553279,SCORED,
contaminated,es,2025-09,trades_all,decision_T,420017,0,553280,SCORED,
contaminated,es,2025-09,trades_buy,decision_T,0,0,553280,SCORED,
contaminated,es,2025-09,trades_sell,decision_T,420017,0,553280,SCORED,
contaminated,es,2025-09,trades_large,decision_T,192172,0,553280,SCORED,
corrected,es,2025-09,mbo_all,decision_T,0,5,553279,SCORED,
corrected,es,2025-09,mbo_bid_add,decision_T,0,2,553279,SCORED,
corrected,es,2025-09,mbo_ask_add,decision_T,0,0,553279,SCORED,
corrected,es,2025-09,mbo_bid_cancel,decision_T,0,2,553279,SCORED,
corrected,es,2025-09,mbo_ask_cancel,decision_T,0,1,553279,SCORED,
corrected,es,2025-09,mbo_cancel_any,decision_T,0,3,553279,SCORED,
corrected,es,2025-09,mbo_all_rows,decision_T,0,5,553279,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,es,2025-09,mbo_all,decision_T,532496,188,553280,SCORED,
contaminated,es,2025-09,mbo_bid_add,decision_T,518210,84,553280,SCORED,
contaminated,es,2025-09,mbo_ask_add,decision_T,517324,78,553280,SCORED,
contaminated,es,2025-09,mbo_bid_cancel,decision_T,517019,12,553280,SCORED,
contaminated,es,2025-09,mbo_ask_cancel,decision_T,515847,14,553280,SCORED,
contaminated,es,2025-09,mbo_cancel_any,decision_T,526902,26,553280,SCORED,
contaminated,es,2025-09,mbo_all_rows,decision_T,533391,188,553280,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,nq,2025-09,mbo_all,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_all,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_bid_add,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_bid_add,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_ask_add,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_ask_add,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_bid_cancel,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_bid_cancel,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_ask_cancel,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_ask_cancel,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,mbo_cancel_any,decision_T,,,549430,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
contaminated,nq,2025-09,mbo_cancel_any,decision_T,,,549431,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-09.parquet
corrected,nq,2025-09,trades_all,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_buy,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_sell,decision_T,0,0,549430,SCORED,
corrected,nq,2025-09,trades_large,decision_T,0,0,549430,SCORED,
contaminated,nq,2025-09,trades_all,decision_T,455826,0,549431,SCORED,
contaminated,nq,2025-09,trades_buy,decision_T,0,0,549431,SCORED,
contaminated,nq,2025-09,trades_sell,decision_T,455826,0,549431,SCORED,
contaminated,nq,2025-09,trades_large,decision_T,8269,0,549431,SCORED,
corrected,cl,2025-09,trades_all,decision_T,10803,1,687658,SCORED,
corrected,cl,2025-09,trades_buy,decision_T,0,0,687658,SCORED,
corrected,cl,2025-09,trades_sell,decision_T,10803,1,687658,SCORED,
corrected,cl,2025-09,trades_large,decision_T,1055,0,687658,SCORED,
contaminated,cl,2025-09,trades_all,decision_T,132950,4,687659,SCORED,
contaminated,cl,2025-09,trades_buy,decision_T,0,0,687659,SCORED,
contaminated,cl,2025-09,trades_sell,decision_T,132950,4,687659,SCORED,
contaminated,cl,2025-09,trades_large,decision_T,11991,0,687659,SCORED,
corrected,cl,2025-09,mbo_all,decision_T,34010,1388,687658,SCORED,
corrected,cl,2025-09,mbo_bid_add,decision_T,23072,723,687658,SCORED,
corrected,cl,2025-09,mbo_ask_add,decision_T,23009,650,687658,SCORED,
corrected,cl,2025-09,mbo_bid_cancel,decision_T,22200,4,687658,SCORED,
corrected,cl,2025-09,mbo_ask_cancel,decision_T,22232,7,687658,SCORED,
corrected,cl,2025-09,mbo_cancel_any,decision_T,27739,11,687658,SCORED,
contaminated,cl,2025-09,mbo_all,decision_T,414893,2277,687659,SCORED,
contaminated,cl,2025-09,mbo_bid_add,decision_T,285473,1124,687659,SCORED,
contaminated,cl,2025-09,mbo_ask_add,decision_T,284387,1123,687659,SCORED,
contaminated,cl,2025-09,mbo_bid_cancel,decision_T,276775,10,687659,SCORED,
contaminated,cl,2025-09,mbo_ask_cancel,decision_T,278514,14,687659,SCORED,
contaminated,cl,2025-09,mbo_cancel_any,decision_T,344490,24,687659,SCORED,
corrected,gc,2025-09,trades_all,decision_T,25862,0,734280,SCORED,
corrected,gc,2025-09,trades_buy,decision_T,0,0,734280,SCORED,
corrected,gc,2025-09,trades_sell,decision_T,25862,0,734280,SCORED,
corrected,gc,2025-09,trades_large,decision_T,322,0,734280,SCORED,
contaminated,gc,2025-09,trades_all,decision_T,252461,0,734281,SCORED,
contaminated,gc,2025-09,trades_buy,decision_T,0,0,734281,SCORED,
contaminated,gc,2025-09,trades_sell,decision_T,252461,0,734281,SCORED,
contaminated,gc,2025-09,trades_large,decision_T,3263,0,734281,SCORED,
corrected,gc,2025-09,mbo_all,decision_T,59691,2053,734280,SCORED,
corrected,gc,2025-09,mbo_bid_add,decision_T,45079,1088,734280,SCORED,
corrected,gc,2025-09,mbo_ask_add,decision_T,44184,953,734280,SCORED,
corrected,gc,2025-09,mbo_bid_cancel,decision_T,44675,7,734280,SCORED,
corrected,gc,2025-09,mbo_ask_cancel,decision_T,44498,5,734280,SCORED,
corrected,gc,2025-09,mbo_cancel_any,decision_T,52942,12,734280,SCORED,
corrected,gc,2025-09,mbo_all_rows,decision_T,61023,2054,734280,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,gc,2025-09,mbo_all,decision_T,515322,3369,734281,SCORED,
contaminated,gc,2025-09,mbo_bid_add,decision_T,412643,1747,734281,SCORED,
contaminated,gc,2025-09,mbo_ask_add,decision_T,406471,1572,734281,SCORED,
contaminated,gc,2025-09,mbo_bid_cancel,decision_T,412049,33,734281,SCORED,
contaminated,gc,2025-09,mbo_ask_cancel,decision_T,410785,17,734281,SCORED,
contaminated,gc,2025-09,mbo_cancel_any,decision_T,471889,50,734281,SCORED,
contaminated,gc,2025-09,mbo_all_rows,decision_T,525054,3371,734281,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,zc,2025-09,trades_all,decision_T,30617,1,580944,SCORED,
corrected,zc,2025-09,trades_buy,decision_T,0,0,580944,SCORED,
corrected,zc,2025-09,trades_sell,decision_T,30617,1,580944,SCORED,
corrected,zc,2025-09,trades_large,decision_T,6041,0,580944,SCORED,
contaminated,zc,2025-09,trades_all,decision_T,109981,1,580945,SCORED,
contaminated,zc,2025-09,trades_buy,decision_T,0,0,580945,SCORED,
contaminated,zc,2025-09,trades_sell,decision_T,109981,1,580945,SCORED,
contaminated,zc,2025-09,trades_large,decision_T,22047,0,580945,SCORED,
corrected,zc,2025-09,mbo_all,decision_T,111334,2640,580944,SCORED,
corrected,zc,2025-09,mbo_bid_add,decision_T,56272,1014,580944,SCORED,
corrected,zc,2025-09,mbo_ask_add,decision_T,56898,1613,580944,SCORED,
corrected,zc,2025-09,mbo_bid_cancel,decision_T,39378,4,580944,SCORED,
corrected,zc,2025-09,mbo_ask_cancel,decision_T,38971,4,580944,SCORED,
corrected,zc,2025-09,mbo_cancel_any,decision_T,59801,8,580944,SCORED,
contaminated,zc,2025-09,mbo_all,decision_T,344076,2771,580945,SCORED,
contaminated,zc,2025-09,mbo_bid_add,decision_T,187274,1063,580945,SCORED,
contaminated,zc,2025-09,mbo_ask_add,decision_T,193551,1695,580945,SCORED,
contaminated,zc,2025-09,mbo_bid_cancel,decision_T,138091,4,580945,SCORED,
contaminated,zc,2025-09,mbo_ask_cancel,decision_T,137131,4,580945,SCORED,
contaminated,zc,2025-09,mbo_cancel_any,decision_T,203358,8,580945,SCORED,
corrected,zs,2025-09,trades_all,decision_T,10382,0,429465,SCORED,
corrected,zs,2025-09,trades_buy,decision_T,0,0,429465,SCORED,
corrected,zs,2025-09,trades_sell,decision_T,10382,0,429465,SCORED,
corrected,zs,2025-09,trades_large,decision_T,2628,0,429465,SCORED,
contaminated,zs,2025-09,trades_all,decision_T,72942,0,429466,SCORED,
contaminated,zs,2025-09,trades_buy,decision_T,0,0,429466,SCORED,
contaminated,zs,2025-09,trades_sell,decision_T,72942,0,429466,SCORED,
contaminated,zs,2025-09,trades_large,decision_T,17697,0,429466,SCORED,
corrected,zs,2025-09,mbo_all,decision_T,45255,2281,429465,SCORED,
corrected,zs,2025-09,mbo_bid_add,decision_T,26505,762,429465,SCORED,
corrected,zs,2025-09,mbo_ask_add,decision_T,26512,1511,429465,SCORED,
corrected,zs,2025-09,mbo_bid_cancel,decision_T,22056,4,429465,SCORED,
corrected,zs,2025-09,mbo_ask_cancel,decision_T,21180,4,429465,SCORED,
corrected,zs,2025-09,mbo_cancel_any,decision_T,30381,8,429465,SCORED,
contaminated,zs,2025-09,mbo_all,decision_T,268482,2462,429466,SCORED,
contaminated,zs,2025-09,mbo_bid_add,decision_T,169768,840,429466,SCORED,
contaminated,zs,2025-09,mbo_ask_add,decision_T,171277,1614,429466,SCORED,
contaminated,zs,2025-09,mbo_bid_cancel,decision_T,146177,4,429466,SCORED,
contaminated,zs,2025-09,mbo_ask_cancel,decision_T,141497,4,429466,SCORED,
contaminated,zs,2025-09,mbo_cancel_any,decision_T,195026,8,429466,SCORED,
corrected,he,2025-09,trades_all,decision_T,0,0,308701,SCORED,
corrected,he,2025-09,trades_buy,decision_T,0,0,308701,SCORED,
corrected,he,2025-09,trades_sell,decision_T,0,0,308701,SCORED,
corrected,he,2025-09,trades_large,decision_T,0,0,308701,SCORED,
contaminated,he,2025-09,trades_all,decision_T,27044,0,308702,SCORED,
contaminated,he,2025-09,trades_buy,decision_T,0,0,308702,SCORED,
contaminated,he,2025-09,trades_sell,decision_T,27044,0,308702,SCORED,
contaminated,he,2025-09,trades_large,decision_T,1231,0,308702,SCORED,
corrected,he,2025-09,mbo_all,decision_T,0,14,308701,SCORED,
corrected,he,2025-09,mbo_bid_add,decision_T,0,3,308701,SCORED,
corrected,he,2025-09,mbo_ask_add,decision_T,0,3,308701,SCORED,
corrected,he,2025-09,mbo_bid_cancel,decision_T,0,3,308701,SCORED,
corrected,he,2025-09,mbo_ask_cancel,decision_T,0,4,308701,SCORED,
corrected,he,2025-09,mbo_cancel_any,decision_T,0,7,308701,SCORED,
contaminated,he,2025-09,mbo_all,decision_T,88859,21,308702,SCORED,
contaminated,he,2025-09,mbo_bid_add,decision_T,46708,5,308702,SCORED,
contaminated,he,2025-09,mbo_ask_add,decision_T,46116,4,308702,SCORED,
contaminated,he,2025-09,mbo_bid_cancel,decision_T,42982,3,308702,SCORED,
contaminated,he,2025-09,mbo_ask_cancel,decision_T,42911,7,308702,SCORED,
contaminated,he,2025-09,mbo_cancel_any,decision_T,61357,10,308702,SCORED,
corrected,le,2025-09,trades_all,decision_T,0,0,308709,SCORED,
corrected,le,2025-09,trades_buy,decision_T,0,0,308709,SCORED,
corrected,le,2025-09,trades_sell,decision_T,0,0,308709,SCORED,
corrected,le,2025-09,trades_large,decision_T,0,0,308709,SCORED,
contaminated,le,2025-09,trades_all,decision_T,42140,1,308710,SCORED,
contaminated,le,2025-09,trades_buy,decision_T,0,0,308710,SCORED,
contaminated,le,2025-09,trades_sell,decision_T,42140,1,308710,SCORED,
contaminated,le,2025-09,trades_large,decision_T,785,0,308710,SCORED,
corrected,le,2025-09,mbo_all,decision_T,0,15,308709,SCORED,
corrected,le,2025-09,mbo_bid_add,decision_T,0,6,308709,SCORED,
corrected,le,2025-09,mbo_ask_add,decision_T,0,0,308709,SCORED,
corrected,le,2025-09,mbo_bid_cancel,decision_T,0,2,308709,SCORED,
corrected,le,2025-09,mbo_ask_cancel,decision_T,0,6,308709,SCORED,
corrected,le,2025-09,mbo_cancel_any,decision_T,0,8,308709,SCORED,
contaminated,le,2025-09,mbo_all,decision_T,126122,21,308710,SCORED,
contaminated,le,2025-09,mbo_bid_add,decision_T,75142,7,308710,SCORED,
contaminated,le,2025-09,mbo_ask_add,decision_T,78680,1,308710,SCORED,
contaminated,le,2025-09,mbo_bid_cancel,decision_T,76304,4,308710,SCORED,
contaminated,le,2025-09,mbo_ask_cancel,decision_T,74038,6,308710,SCORED,
contaminated,le,2025-09,mbo_cancel_any,decision_T,98464,10,308710,SCORED,
corrected,es,2025-10,trades_all,decision_T,0,1,599189,SCORED,
corrected,es,2025-10,trades_buy,decision_T,0,0,599189,SCORED,
corrected,es,2025-10,trades_sell,decision_T,0,1,599189,SCORED,
corrected,es,2025-10,trades_large,decision_T,0,0,599189,SCORED,
contaminated,es,2025-10,trades_all,decision_T,490161,1,599190,SCORED,
contaminated,es,2025-10,trades_buy,decision_T,0,0,599190,SCORED,
contaminated,es,2025-10,trades_sell,decision_T,490161,1,599190,SCORED,
contaminated,es,2025-10,trades_large,decision_T,229042,0,599190,SCORED,
corrected,es,2025-10,mbo_all,decision_T,0,4,599189,SCORED,
corrected,es,2025-10,mbo_bid_add,decision_T,0,2,599189,SCORED,
corrected,es,2025-10,mbo_ask_add,decision_T,0,1,599189,SCORED,
corrected,es,2025-10,mbo_bid_cancel,decision_T,0,1,599189,SCORED,
corrected,es,2025-10,mbo_ask_cancel,decision_T,0,0,599189,SCORED,
corrected,es,2025-10,mbo_cancel_any,decision_T,0,1,599189,SCORED,
corrected,es,2025-10,mbo_all_rows,decision_T,0,5,599189,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,es,2025-10,mbo_all,decision_T,576377,275,599190,SCORED,
contaminated,es,2025-10,mbo_bid_add,decision_T,565714,183,599190,SCORED,
contaminated,es,2025-10,mbo_ask_add,decision_T,565260,91,599190,SCORED,
contaminated,es,2025-10,mbo_bid_cancel,decision_T,564411,1,599190,SCORED,
contaminated,es,2025-10,mbo_ask_cancel,decision_T,563360,0,599190,SCORED,
contaminated,es,2025-10,mbo_cancel_any,decision_T,571754,1,599190,SCORED,
contaminated,es,2025-10,mbo_all_rows,decision_T,576876,277,599190,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,nq,2025-10,mbo_all,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_all,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,mbo_bid_add,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_bid_add,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,mbo_ask_add,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_ask_add,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,mbo_bid_cancel,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_bid_cancel,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,mbo_ask_cancel,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_ask_cancel,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,mbo_cancel_any,decision_T,,,590785,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
contaminated,nq,2025-10,mbo_cancel_any,decision_T,,,590786,UNSCORED_FOR_LACK_OF_DATA,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_mbo_2025-10.parquet
corrected,nq,2025-10,trades_all,decision_T,0,0,590785,SCORED,
corrected,nq,2025-10,trades_buy,decision_T,0,0,590785,SCORED,
corrected,nq,2025-10,trades_sell,decision_T,0,0,590785,SCORED,
corrected,nq,2025-10,trades_large,decision_T,0,0,590785,SCORED,
contaminated,nq,2025-10,trades_all,decision_T,524165,0,590786,SCORED,
contaminated,nq,2025-10,trades_buy,decision_T,0,0,590786,SCORED,
contaminated,nq,2025-10,trades_sell,decision_T,524165,0,590786,SCORED,
contaminated,nq,2025-10,trades_large,decision_T,10539,0,590786,SCORED,
corrected,cl,2025-10,trades_all,decision_T,15002,3,745569,SCORED,
corrected,cl,2025-10,trades_buy,decision_T,0,0,745569,SCORED,
corrected,cl,2025-10,trades_sell,decision_T,15002,3,745569,SCORED,
corrected,cl,2025-10,trades_large,decision_T,1309,0,745569,SCORED,
contaminated,cl,2025-10,trades_all,decision_T,190595,3,745570,SCORED,
contaminated,cl,2025-10,trades_buy,decision_T,0,0,745570,SCORED,
contaminated,cl,2025-10,trades_sell,decision_T,190595,3,745570,SCORED,
contaminated,cl,2025-10,trades_large,decision_T,15289,0,745570,SCORED,
corrected,cl,2025-10,mbo_all,decision_T,42377,1893,745569,SCORED,
corrected,cl,2025-10,mbo_bid_add,decision_T,30491,878,745569,SCORED,
corrected,cl,2025-10,mbo_ask_add,decision_T,30337,1004,745569,SCORED,
corrected,cl,2025-10,mbo_bid_cancel,decision_T,29685,5,745569,SCORED,
corrected,cl,2025-10,mbo_ask_cancel,decision_T,29182,6,745569,SCORED,
corrected,cl,2025-10,mbo_cancel_any,decision_T,35860,11,745569,SCORED,
corrected,cl,2025-10,mbo_all_rows,decision_T,43380,1899,745569,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,cl,2025-10,mbo_all,decision_T,493760,2981,745570,SCORED,
contaminated,cl,2025-10,mbo_bid_add,decision_T,369514,1340,745570,SCORED,
contaminated,cl,2025-10,mbo_ask_add,decision_T,370027,1630,745570,SCORED,
contaminated,cl,2025-10,mbo_bid_cancel,decision_T,363002,5,745570,SCORED,
contaminated,cl,2025-10,mbo_ask_cancel,decision_T,362327,6,745570,SCORED,
contaminated,cl,2025-10,mbo_cancel_any,decision_T,431544,11,745570,SCORED,
contaminated,cl,2025-10,mbo_all_rows,decision_T,504108,2987,745570,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,gc,2025-10,trades_all,decision_T,37913,0,772447,SCORED,
corrected,gc,2025-10,trades_buy,decision_T,0,0,772447,SCORED,
corrected,gc,2025-10,trades_sell,decision_T,37913,0,772447,SCORED,
corrected,gc,2025-10,trades_large,decision_T,459,0,772447,SCORED,
contaminated,gc,2025-10,trades_all,decision_T,371565,1,772448,SCORED,
contaminated,gc,2025-10,trades_buy,decision_T,0,0,772448,SCORED,
contaminated,gc,2025-10,trades_sell,decision_T,371565,1,772448,SCORED,
contaminated,gc,2025-10,trades_large,decision_T,4087,0,772448,SCORED,
corrected,gc,2025-10,mbo_all,decision_T,71584,2588,772447,SCORED,
corrected,gc,2025-10,mbo_bid_add,decision_T,60317,1526,772447,SCORED,
corrected,gc,2025-10,mbo_ask_add,decision_T,60180,1055,772447,SCORED,
corrected,gc,2025-10,mbo_bid_cancel,decision_T,58569,5,772447,SCORED,
corrected,gc,2025-10,mbo_ask_cancel,decision_T,59018,2,772447,SCORED,
corrected,gc,2025-10,mbo_cancel_any,decision_T,65553,7,772447,SCORED,
corrected,gc,2025-10,mbo_all_rows,decision_T,72537,2589,772447,SCORED_DIAGNOSTIC_11TH_CLASS,
contaminated,gc,2025-10,mbo_all,decision_T,646575,3732,772448,SCORED,
contaminated,gc,2025-10,mbo_bid_add,decision_T,565066,2191,772448,SCORED,
contaminated,gc,2025-10,mbo_ask_add,decision_T,563831,1532,772448,SCORED,
contaminated,gc,2025-10,mbo_bid_cancel,decision_T,557665,5,772448,SCORED,
contaminated,gc,2025-10,mbo_ask_cancel,decision_T,559630,4,772448,SCORED,
contaminated,gc,2025-10,mbo_cancel_any,decision_T,608673,9,772448,SCORED,
contaminated,gc,2025-10,mbo_all_rows,decision_T,653812,3733,772448,SCORED_DIAGNOSTIC_11TH_CLASS,
corrected,zc,2025-10,trades_all,decision_T,34492,2,634445,SCORED,
corrected,zc,2025-10,trades_buy,decision_T,0,0,634445,SCORED,
corrected,zc,2025-10,trades_sell,decision_T,34492,2,634445,SCORED,
corrected,zc,2025-10,trades_large,decision_T,6945,1,634445,SCORED,
contaminated,zc,2025-10,trades_all,decision_T,117267,2,634446,SCORED,
contaminated,zc,2025-10,trades_buy,decision_T,0,0,634446,SCORED,
contaminated,zc,2025-10,trades_sell,decision_T,117267,2,634446,SCORED,
contaminated,zc,2025-10,trades_large,decision_T,23316,1,634446,SCORED,
corrected,zc,2025-10,mbo_all,decision_T,109332,2873,634445,SCORED,
corrected,zc,2025-10,mbo_bid_add,decision_T,57674,1171,634445,SCORED,
corrected,zc,2025-10,mbo_ask_add,decision_T,56355,1693,634445,SCORED,
corrected,zc,2025-10,mbo_bid_cancel,decision_T,41113,3,634445,SCORED,
corrected,zc,2025-10,mbo_ask_cancel,decision_T,39159,3,634445,SCORED,
corrected,zc,2025-10,mbo_cancel_any,decision_T,60660,6,634445,SCORED,
contaminated,zc,2025-10,mbo_all,decision_T,342560,3327,634446,SCORED,
contaminated,zc,2025-10,mbo_bid_add,decision_T,190289,1328,634446,SCORED,
contaminated,zc,2025-10,mbo_ask_add,decision_T,189943,1987,634446,SCORED,
contaminated,zc,2025-10,mbo_bid_cancel,decision_T,138804,4,634446,SCORED,
contaminated,zc,2025-10,mbo_ask_cancel,decision_T,134822,5,634446,SCORED,
contaminated,zc,2025-10,mbo_cancel_any,decision_T,203002,9,634446,SCORED,
corrected,zs,2025-10,trades_all,decision_T,16397,0,508910,SCORED,
corrected,zs,2025-10,trades_buy,decision_T,0,0,508910,SCORED,
corrected,zs,2025-10,trades_sell,decision_T,16397,0,508910,SCORED,
corrected,zs,2025-10,trades_large,decision_T,3543,0,508910,SCORED,
contaminated,zs,2025-10,trades_all,decision_T,91965,0,508911,SCORED,
contaminated,zs,2025-10,trades_buy,decision_T,0,0,508911,SCORED,
contaminated,zs,2025-10,trades_sell,decision_T,91965,0,508911,SCORED,
contaminated,zs,2025-10,trades_large,decision_T,19574,0,508911,SCORED,
corrected,zs,2025-10,mbo_all,decision_T,60559,2353,508910,SCORED,
corrected,zs,2025-10,mbo_bid_add,decision_T,36563,719,508910,SCORED,
corrected,zs,2025-10,mbo_ask_add,decision_T,36303,1621,508910,SCORED,
corrected,zs,2025-10,mbo_bid_cancel,decision_T,31435,1,508910,SCORED,
corrected,zs,2025-10,mbo_ask_cancel,decision_T,30059,9,508910,SCORED,
corrected,zs,2025-10,mbo_cancel_any,decision_T,42588,10,508910,SCORED,
contaminated,zs,2025-10,mbo_all,decision_T,296861,2949,508911,SCORED,
contaminated,zs,2025-10,mbo_bid_add,decision_T,194459,891,508911,SCORED,
contaminated,zs,2025-10,mbo_ask_add,decision_T,192105,2043,508911,SCORED,
contaminated,zs,2025-10,mbo_bid_cancel,decision_T,169124,1,508911,SCORED,
contaminated,zs,2025-10,mbo_ask_cancel,decision_T,162459,11,508911,SCORED,
contaminated,zs,2025-10,mbo_cancel_any,decision_T,221886,12,508911,SCORED,
corrected,he,2025-10,trades_all,decision_T,0,0,338110,SCORED,
corrected,he,2025-10,trades_buy,decision_T,0,0,338110,SCORED,
corrected,he,2025-10,trades_sell,decision_T,0,0,338110,SCORED,
corrected,he,2025-10,trades_large,decision_T,0,0,338110,SCORED,
contaminated,he,2025-10,trades_all,decision_T,30132,1,338111,SCORED,
contaminated,he,2025-10,trades_buy,decision_T,0,0,338111,SCORED,
contaminated,he,2025-10,trades_sell,decision_T,30132,1,338111,SCORED,
contaminated,he,2025-10,trades_large,decision_T,2313,0,338111,SCORED,
corrected,he,2025-10,mbo_all,decision_T,0,17,338110,SCORED,
corrected,he,2025-10,mbo_bid_add,decision_T,0,7,338110,SCORED,
corrected,he,2025-10,mbo_ask_add,decision_T,0,4,338110,SCORED,
corrected,he,2025-10,mbo_bid_cancel,decision_T,0,1,338110,SCORED,
corrected,he,2025-10,mbo_ask_cancel,decision_T,0,5,338110,SCORED,
corrected,he,2025-10,mbo_cancel_any,decision_T,0,6,338110,SCORED,
contaminated,he,2025-10,mbo_all,decision_T,106120,23,338111,SCORED,
